,Modernism By Topic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
61,fiftyEssays,0.002252408,2.68E-07,2.50E-08,4.66E-07,0.011475977,0.000972574,0.08262048,0.142095824,0.008814943,0.114918968,2.51E-08,1.84E-06,0.002663221,1.05E-06,8.83E-07,0.033834319,0.501857514,0.001786765,4.45E-07,0.007039195,1.04E-07,0.015287256,3.61E-05,0.069675433,0.00107722,0.002024414,1.41E-07,5.01E-08,0.001561777,3.08E-07
60,burmeseDays,0.071128575,6.87E-07,6.40E-08,1.19E-06,2.68E-06,0.021508206,0.064113431,0.087664512,4.42E-06,0.03085275,6.43E-08,4.72E-06,3.87E-06,2.70E-06,2.26E-06,0.066873275,0.012011535,1.18E-06,1.14E-06,0.293807502,2.66E-07,0.198466793,1.58E-06,0.140498471,0.000123118,0.012923112,3.60E-07,1.29E-07,6.14E-07,7.90E-07
59,1984,0.01007169,6.42E-07,5.98E-08,1.12E-06,2.51E-06,0.003350055,0.099132053,0.111617514,4.13E-06,0.010495101,6.01E-08,8.94E-05,3.62E-06,2.52E-06,2.12E-06,0.158842355,0.316349871,5.78E-05,1.07E-06,1.08E-06,2.48E-07,0.155588413,1.47E-06,0.13437802,1.69E-06,3.63E-06,3.37E-07,1.20E-07,5.74E-07,7.38E-07
58,moonAndSixpence,0.054734216,9.26E-05,9.67E-08,1.80E-06,0.006963723,0.033297179,0.135580088,0.094031546,0.001105566,0.070482355,9.71E-08,0.020886153,5.85E-06,0.000187221,3.42E-06,0.149499593,3.18E-06,0.003435837,1.72E-06,0.000917485,4.01E-07,0.067502616,2.38E-06,0.040421548,4.85E-05,0.320791937,5.44E-07,1.94E-07,9.28E-07,1.19E-06
57,humanBondage,0.074329232,2.98E-07,2.78E-08,5.18E-07,1.16E-06,2.81E-06,0.106165016,0.053689271,1.92E-06,0.081972679,2.79E-08,0.008725147,0.003711957,1.17E-06,9.82E-07,0.108691207,9.15E-07,5.13E-07,4.95E-07,1.37E-05,1.15E-07,0.148914532,0.000290139,0.032416386,7.86E-07,0.381068218,1.56E-07,5.57E-08,2.67E-07,3.43E-07
56,somethingChildish,0.122113392,1.21E-06,1.12E-07,2.10E-06,4.71E-06,0.018106973,0.016822662,0.020632089,0.00969422,0.005074308,1.13E-07,0.000380841,0.0024018,0.007189749,3.97E-06,0.017567954,3.70E-06,0.010699768,2.00E-06,2.02E-06,4.66E-07,0.590835318,0.083402187,0.089350242,0.00548508,0.000219701,6.32E-07,2.26E-07,1.08E-06,1.39E-06
55,gardenParty,0.125599536,1.22E-06,1.14E-07,2.12E-06,4.76E-06,0.036559913,0.023957384,0.004879852,0.007274461,0.002817386,1.14E-07,8.38E-06,6.87E-06,0.004472412,4.02E-06,0.01254628,3.74E-06,0.000217408,2.02E-06,0.001616848,4.72E-07,0.577360649,0.140975236,0.059737575,0.001940979,6.89E-06,6.40E-07,2.28E-07,1.09E-06,1.40E-06
54,bliss,0.10588688,1.07E-06,9.95E-08,1.86E-06,0.000616938,0.017921844,0.02064957,0.020629569,0.005616078,0.004069822,1.00E-07,7.34E-06,5.32E-05,0.005896221,0.002030377,0.008677124,5.04E-05,0.004149828,1.77E-06,1.79E-06,4.13E-07,0.615328887,0.086827403,0.085637619,0.001746855,0.01419404,5.60E-07,2.00E-07,9.55E-07,1.23E-06
53,sinisterStreet2-1913-4,0.017260181,3.57E-07,3.33E-08,6.21E-07,0.001830871,3.37E-06,0.143362905,0.126701664,0.00702055,0.049148925,3.35E-08,0.003724494,0.004134108,1.40E-06,0.00388093,0.117797594,1.10E-06,3.22E-05,5.93E-07,1.64E-05,1.38E-07,0.145763008,8.21E-07,0.049235178,0.003817609,0.013234184,1.87E-07,6.68E-08,3.20E-07,0.31303023
52,sinisterStreet-1913-4,0.037825597,4.33E-07,4.03E-08,1.99E-05,5.90E-05,0.00773957,0.093152139,0.093144034,0.022846348,0.026288086,4.05E-08,0.020268043,2.44E-06,0.002293695,1.43E-06,0.096609298,0.000326028,7.45E-07,7.18E-07,7.71E-05,1.67E-07,0.179640269,0.007507282,0.08835285,1.14E-06,0.014594822,2.27E-07,8.09E-08,3.87E-07,0.30924813
51,tarr,1.19E-05,6.72E-07,6.26E-08,1.17E-06,0.019285822,0.007007625,0.201289384,0.15909109,4.32E-06,0.017068351,6.29E-08,0.005285248,0.02780126,0.024388468,0.005876174,0.203306803,0.005787023,0.116916676,1.12E-06,1.13E-06,2.60E-07,0.098233477,0.005578838,0.081666147,1.77E-06,0.020681319,3.00E-05,1.26E-07,0.00068293,7.72E-07
50,babbitt,0.094827861,5.21E-07,4.85E-08,0.005563599,2.03E-06,0.007130678,0.052778535,0.076674575,0.003198449,0.048669934,4.88E-08,3.58E-06,0.043263225,2.04E-06,1.72E-06,0.044549503,0.020528399,8.97E-07,8.64E-07,0.000253722,2.01E-07,0.110708275,0.005288054,0.086470255,0.396377806,0.00315207,0.000551945,9.74E-08,4.66E-07,5.99E-07
49,womenInLove,0.02873706,3.96E-07,3.69E-08,6.88E-07,1.54E-06,0.005243258,0.06132135,0.088716655,2.54E-06,5.97E-06,3.71E-08,0.00017737,1.97E-05,0.455246405,0.006079153,0.095063949,0.001363491,6.81E-07,6.57E-07,6.63E-07,1.53E-07,0.166010222,0.005799316,0.086204342,1.04E-06,2.24E-06,2.08E-07,7.40E-08,3.54E-07,4.55E-07
48,sonsLovers,0.217253757,4.67E-07,4.36E-08,8.13E-07,1.82E-06,0.001511054,0.020661286,0.00795958,3.01E-06,0.006817902,4.38E-08,0.003738861,0.000518608,0.259474593,0.000620709,0.058265505,1.44E-06,8.05E-07,7.76E-07,7.84E-07,1.81E-07,0.305626874,1.07E-06,0.104718075,1.23E-06,0.012819423,2.45E-07,8.75E-08,4.18E-07,5.37E-07
47,sevenPillars,0.001065557,2.29E-07,2.13E-08,3.98E-07,8.94E-07,0.004248183,0.09758859,0.064010392,0.000517061,0.011740674,2.14E-08,1.57E-06,0.002144521,0.004489551,7.55E-07,0.089632386,0.006167545,3.94E-07,3.80E-07,0.001466273,8.86E-08,0.035456957,5.26E-07,0.207729688,6.04E-07,1.29E-06,1.20E-07,4.28E-08,0.473735016,2.63E-07
46,rainbow-1915,0.106242768,3.66E-07,3.41E-08,6.36E-07,1.43E-06,0.002395873,0.053070987,0.047535702,0.000584294,3.79E-05,3.43E-08,0.003688133,0.000341528,0.433659525,9.82E-05,0.076009157,1.12E-06,6.31E-07,0.001374632,6.14E-07,1.42E-07,0.143888809,8.41E-07,0.131030318,9.65E-07,3.44E-05,1.92E-07,6.85E-08,3.28E-07,4.21E-07
45,lostGirl-1920,0.093147546,5.18E-07,4.83E-08,0.002675057,2.49E-05,0.002541906,0.04329124,0.07884555,3.33E-06,0.02012113,4.85E-08,0.001992034,0.031841389,0.245475964,1.71E-06,0.059953375,0.000618703,8.92E-07,8.59E-07,8.68E-07,2.00E-07,0.280084016,0.012320598,0.117955724,6.99E-05,0.009031063,2.72E-07,9.68E-08,4.63E-07,5.95E-07
44,ladyChatterleysLover-1928,0.114173105,6.40E-07,5.97E-08,1.11E-06,2.50E-06,0.006708134,0.040978411,0.107676252,0.004811526,0.020483559,6.00E-08,0.0005417,3.61E-06,0.392484861,0.000369736,0.051554802,0.012133599,2.94E-05,1.06E-06,1.07E-06,2.48E-07,0.152656767,1.47E-06,0.092918991,0.00246195,3.62E-06,3.36E-07,1.20E-07,5.73E-07,7.36E-07
43,theTrial,0.008918702,1.03E-06,9.64E-08,0.594047194,0.000232251,9.75E-06,0.134605378,0.02536199,6.65E-06,0.013023889,9.68E-08,7.11E-06,5.83E-06,4.06E-06,9.47E-05,0.112559898,0.000687821,4.74E-05,1.72E-06,1.73E-06,4.00E-07,0.091070098,2.37E-06,0.019298403,2.73E-06,5.84E-06,5.42E-07,1.93E-07,9.25E-07,1.19E-06
42,metamorphosis,0.103608357,3.59E-06,3.34E-07,0.412919265,1.40E-05,0.000192163,0.096116699,0.002320796,2.31E-05,0.000370748,3.36E-07,0.000816274,2.02E-05,0.000489054,1.18E-05,0.129840574,1.10E-05,6.18E-06,5.95E-06,6.01E-06,1.39E-06,0.162800443,8.24E-06,0.090373908,9.45E-06,2.03E-05,1.88E-06,6.71E-07,3.21E-06,4.12E-06
41,portrait,0.022097489,7.39E-07,6.89E-08,1.28E-06,0.010376362,0.011228596,0.045835201,0.039884338,0.009758431,0.008916679,6.92E-08,0.008584401,0.000134648,0.043682419,2.44E-06,0.131889508,3.49E-05,1.27E-06,1.23E-06,1.24E-06,2.86E-07,0.197006824,0.001241295,0.155824337,1.95E-06,0.005288777,0.308138348,1.38E-07,6.61E-07,6.61E-05
40,finnegansWake,0.006122138,0.008651289,0.158732126,0.035615797,0.006895194,0.00886773,0.011991803,0.002406959,0.043083144,0.013546941,0.157445192,1.59E-06,0.019438096,9.08E-07,0.001144704,0.000154085,0.006619229,0.024176378,0.037750455,0.018885637,0.051446818,0.001892242,0.013697189,0.097345449,0.011266391,2.17E-05,0.093170075,0.15887514,0.003564811,0.007190756
39,dubliners,0.056462917,1.02E-06,9.55E-08,1.78E-06,4.92E-05,0.00317564,0.079831511,0.028297402,6.59E-06,0.061706717,9.60E-08,0.018460146,0.034469661,4.02E-06,3.38E-06,0.147673961,3.15E-06,1.76E-06,0.001856057,1.72E-06,3.96E-07,0.313488581,0.006922268,0.066476888,2.70E-06,0.025062211,0.156037824,1.92E-07,9.16E-07,1.18E-06
38,wingsDove-1902,0.003641597,4.65E-07,4.33E-08,8.08E-07,1.81E-06,4.39E-06,0.467228491,0.023681741,0.000783036,0.010147607,4.36E-08,0.001563287,2.62E-06,1.83E-06,0.377235696,0.063780759,0.000781473,8.01E-07,7.72E-07,7.79E-07,1.80E-07,0.030427196,1.07E-06,0.020708377,1.23E-06,2.63E-06,2.44E-07,8.70E-08,4.16E-07,5.35E-07
37,whatMaisieKnew-1897,0.019823452,8.73E-07,8.14E-08,1.52E-06,3.41E-06,0.01719573,0.357626379,0.013050872,5.61E-06,0.008337155,8.18E-08,0.007829006,0.002972267,0.000196111,0.347298158,0.098619453,2.68E-06,1.50E-06,1.45E-06,1.46E-06,0.008208715,0.093269666,2.01E-06,0.02415539,2.30E-06,0.001392263,4.58E-07,1.63E-07,7.81E-07,1.00E-06
36,spoilsPoynton-1897,0.02446019,1.20E-06,1.11E-07,2.08E-06,4.67E-06,0.001014179,0.375035375,0.029963335,7.69E-06,0.00497974,1.12E-07,0.008453672,6.74E-06,4.69E-06,0.329851763,0.128058762,3.67E-06,2.06E-06,1.98E-06,2.00E-06,4.63E-07,0.061718538,2.75E-06,0.028387849,3.15E-06,0.008029938,6.27E-07,2.24E-07,1.07E-06,1.37E-06
35,sacredFount-1901,7.19E-05,1.16E-06,1.08E-07,5.34E-05,4.54E-06,0.002372112,0.465970438,0.019744195,0.000931402,1.75E-05,1.09E-07,7.99E-06,6.55E-06,4.56E-06,0.38605051,0.076587537,3.57E-06,2.00E-06,1.93E-06,1.95E-06,4.50E-07,0.021828441,2.67E-06,0.024936256,3.06E-06,0.001392457,6.10E-07,2.17E-07,1.04E-06,1.34E-06
34,outcry-1911,2.60E-05,1.47E-06,1.37E-07,2.56E-06,5.74E-06,0.004751947,0.384957758,0.026978366,9.45E-06,0.017157134,1.38E-07,1.01E-05,7.32E-05,5.77E-06,0.424224847,0.084836605,4.51E-06,2.53E-06,2.44E-06,2.46E-06,5.69E-07,0.019034333,3.38E-06,0.036269684,0.000198591,0.00143622,7.71E-07,2.75E-07,1.32E-06,1.69E-06
33,goldenBowl-1904,0.000685702,4.04E-07,3.77E-08,7.03E-07,1.58E-06,0.000878783,0.483840475,0.022493056,0.002734641,0.003613109,3.79E-08,3.85E-05,3.80E-05,1.59E-06,0.340542134,0.072695239,1.24E-06,6.97E-07,0.000322088,6.78E-07,1.56E-07,0.035985506,9.29E-07,0.036120264,1.07E-06,2.29E-06,2.12E-07,7.57E-08,3.62E-07,4.65E-07
32,awkwardAge-1899,0.012433439,6.48E-07,6.04E-08,1.13E-06,0.002549893,0.002353125,0.371344826,0.027639121,4.17E-06,0.021447694,6.07E-08,0.004984692,3.65E-06,2.54E-06,0.409755386,0.080659396,1.99E-06,1.12E-06,1.08E-06,1.09E-06,2.51E-07,0.056879564,1.49E-06,0.009926431,1.71E-06,3.66E-06,3.40E-07,1.21E-07,5.80E-07,7.45E-07
31,ambassadors,0.002950575,5.69E-07,5.31E-08,5.13E-05,0.002012823,0.001865177,0.464853004,0.020851398,3.66E-06,0.010438579,5.33E-08,3.91E-06,0.002441062,0.000102765,0.345121519,0.072811048,5.20E-05,0.001911052,9.45E-07,9.54E-07,2.20E-07,0.046853633,1.31E-06,0.027641003,1.50E-06,2.83E-05,2.99E-07,1.06E-07,5.09E-07,6.54E-07
30,wellBeloved-1897,0.025443786,1.17E-06,1.09E-07,2.03E-06,0.012613203,0.015089919,0.191398463,0.028030239,0.009322461,0.028168332,1.09E-07,0.041024732,0.008961287,4.58E-06,0.00540755,0.241884713,3.58E-06,2.01E-06,0.233442142,0.000207809,4.51E-07,0.094810066,2.68E-06,0.058762018,3.07E-06,0.005410295,6.12E-07,2.18E-07,1.04E-06,1.34E-06
29,tess,0.051220502,4.79E-07,4.46E-08,8.32E-07,0.000678214,4.52E-06,0.151672215,0.026518203,0.008182632,0.033739951,4.48E-08,0.024161504,0.000784723,0.015769183,0.001819256,0.236300011,4.37E-05,8.25E-07,0.240124566,8.02E-07,1.85E-07,0.084168314,1.10E-06,0.124802869,1.26E-06,2.70E-06,2.51E-07,8.96E-08,4.28E-07,5.50E-07
28,judeObscure-1895,0.073538977,5.31E-07,4.95E-08,9.23E-07,2.07E-06,5.01E-06,0.153600715,0.028869407,9.72E-05,0.080124081,4.97E-08,0.052554917,0.009261579,0.002510106,1.75E-06,0.220895482,1.63E-06,9.15E-07,0.211331047,8.90E-07,2.05E-07,0.097584655,1.22E-06,0.064571272,1.40E-06,0.005042484,2.79E-07,9.93E-08,4.75E-07,6.10E-07
27,heavenlyTwins-1893,0.020897779,2.65E-07,2.47E-08,5.90E-05,9.47E-05,0.00604557,0.231722153,0.041957841,0.002027773,0.01417476,2.48E-08,0.38482576,0.000153743,0.003678412,8.74E-07,0.172474367,4.77E-05,4.57E-07,4.40E-07,4.45E-07,1.03E-07,0.073011777,6.09E-07,0.048576549,6.99E-07,0.000247438,1.39E-07,4.96E-08,2.37E-07,3.05E-07
26,gissing-newGrubStreet-1891,0.016782162,4.10E-07,3.82E-08,7.12E-07,1.60E-06,3.87E-06,0.200232762,0.026956727,2.64E-06,0.299511622,3.84E-08,0.190027988,0.005612043,1.61E-06,0.01784392,0.20463013,1.26E-06,7.06E-07,6.80E-07,6.87E-07,1.59E-07,0.026479094,9.42E-07,0.011903683,1.08E-06,2.32E-06,2.15E-07,7.67E-08,3.67E-07,4.71E-07
25,whereAngelsFearTread-1905,0.088074603,0.001235858,1.45E-07,2.70E-06,6.06E-06,1.47E-05,0.132007782,0.234563185,9.99E-06,0.025669554,1.45E-07,0.084286308,8.75E-06,6.10E-06,5.12E-06,0.104716148,0.000279059,2.68E-06,2.58E-06,7.12E-05,6.01E-07,0.144226116,3.57E-06,0.053405013,4.09E-06,0.131393735,8.15E-07,2.91E-07,1.39E-06,1.79E-06
24,roomView-1908,0.061106857,1.16E-06,1.08E-07,0.049730605,4.52E-06,1.09E-05,0.126065183,0.285870756,0.014383722,0.029179308,1.09E-07,0.128013039,0.000108853,4.55E-06,3.82E-06,0.104014921,3.56E-06,2.00E-06,0.000104246,1.94E-06,4.48E-07,0.160352391,0.000104984,0.027719629,3.05E-06,0.00988064,6.08E-07,2.17E-07,1.04E-06,0.003326804
23,passageIndia,0.036258468,0.001005796,6.63E-08,1.24E-06,2.78E-06,0.002299563,0.19404684,0.213318583,0.004841547,0.016877316,6.66E-08,0.057954327,4.01E-06,2.79E-06,2.34E-06,0.132485483,2.18E-06,1.23E-06,1.18E-06,0.205918003,2.75E-07,0.070332836,1.63E-06,0.061272835,1.88E-06,4.02E-06,3.73E-07,1.33E-07,0.002890256,0.000471951
22,howardsEnd,0.080435362,6.99E-07,6.51E-08,1.21E-06,2.73E-06,3.74E-05,0.142740264,0.266924719,0.018174477,0.057852168,6.54E-08,0.060437735,0.0037675,2.74E-06,6.40E-05,0.097608474,0.003025334,1.20E-06,0.072588547,1.17E-06,2.70E-07,0.145984985,0.001389804,0.03975835,1.84E-06,0.009196911,3.67E-07,1.31E-07,6.25E-07,8.03E-07
21,goodSoldier,0.10243128,0.003274519,9.88E-08,0.07786343,0.014500886,0.036345402,0.182522654,0.169783081,0.006787551,0.095975125,9.92E-08,0.024838813,0.004495286,0.016184404,3.49E-06,0.101668345,3.25E-06,0.00182561,0.011645924,0.002620544,4.10E-07,0.087226672,2.43E-06,0.034362477,0.014733363,0.010901931,5.56E-07,1.98E-07,9.48E-07,1.22E-06
